,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2,MAE,MAPE,RMSE,R2
0,13.50745487,0.119320229,18.06933784,0.539139632,19.56299019,0.186636582,26.97222519,-0.026876926,13.71906281,0.127371952,17.71075249,0.557249653,13.8340292,0.127883762,17.09392738,0.587552643,7.730892658,0.075272553,9.076695442,0.883710517,18.64728355,0.186100379,24.85930824,0.127705842,12.90497897,0.311405678,17.78948023,0.553304696,20.16502571,0.179120228,23.09846497,0.246902574,9.002526454,0.332586888,12.90793101,0.764821216,6.586221218,0.064345062,8.007038116,0.909504141
1,13.42093754,0.118457757,18.00535965,0.547604598,24.86165237,0.248669311,32.44534683,-0.468992095,11.34254169,0.112489603,15.17925549,0.678474407,13.76541901,0.127006441,16.95023346,0.599072437,6.690098763,0.066874601,8.640749931,0.895812035,15.6280508,0.145723,18.11714554,0.541969715,12.78683024,0.314817148,17.94332692,0.550716418,27.21107674,0.24754253,33.72153091,-0.586825505,8.974866087,0.325477762,12.44715917,0.783800296,6.29700613,0.063947193,8.164672852,0.906976616
2,13.60632896,0.120021962,18.16093063,0.544219507,15.46258163,0.160848007,19.52080154,0.473407309,6.650317192,0.066821426,9.858854294,0.86568256,12.92702961,0.117609859,16.49844933,0.62384596,5.90439415,0.05961011,7.839590549,0.915068983,7.78606987,0.076147527,9.422512054,0.87730893,11.97087928,0.314891731,17.08076434,0.596824503,18.57427597,0.166207239,21.03222656,0.388706135,7.440523442,0.284479469,11.5926523,0.814285784,5.553006649,0.056633934,6.876842022,0.934648194
3,13.74601364,0.121419422,18.26408577,0.535675318,16.75454712,0.16643092,18.85480309,0.505154235,10.4589777,0.105441138,11.99016571,0.799886527,14.04472733,0.129413143,17.35865402,0.580571463,6.298034668,0.061975423,7.717099667,0.917103899,7.265082836,0.071269713,9.362667084,0.877981673,13.14501979,0.306213504,17.94866105,0.551574787,23.55842018,0.203482941,29.8807621,-0.24282292,7.584058952,0.304321665,10.83564892,0.836568502,5.675218105,0.057587538,7.077453613,0.930276373
4,13.68331146,0.12078239,18.19975662,0.547883397,23.1499958,0.202116013,29.5224247,-0.18966152,12.80348206,0.131082579,17.75921822,0.569506071,12.64434433,0.111929767,16.77616882,0.615846417,6.272898674,0.064803407,8.066483498,0.911184694,15.14342213,0.139755875,18.75958824,0.51964097,13.55974671,0.318308613,18.23297189,0.546231598,25.63176918,0.227029875,32.36464691,-0.429752975,8.271943678,0.297726462,12.9474593,0.771182922,6.532491684,0.068373956,8.42883873,0.90302611
5,13.62330818,0.120231077,18.18467903,0.54249467,23.93472672,0.209784105,30.78229141,-0.310951945,11.56337261,0.120190836,15.30957317,0.675726842,14.0499239,0.130396143,17.16254044,0.592480775,6.396290779,0.06440416,8.066896439,0.909967801,8.726202011,0.084776439,11.34992409,0.821774115,12.25898982,0.317407897,17.05423666,0.597607888,21.65530014,0.195698559,24.3752861,0.177976279,9.476334744,0.315269709,13.59201786,0.74440476,5.783029079,0.059336457,7.433141232,0.923558412
6,13.51882076,0.119278409,18.10293007,0.545672434,22.30053329,0.263363779,28.69273758,-0.141340658,9.714484215,0.108367495,13.9215765,0.73131211,12.47573948,0.11070586,16.60146332,0.617911437,13.21718025,0.121391878,15.06680489,0.685287772,8.349743843,0.080238037,10.24749565,0.854418294,13.01927407,0.313730585,18.06169934,0.547739654,24.10487366,0.22303012,26.78484344,0.005397637,8.546817097,0.320219158,12.50654044,0.783156865,5.764576912,0.061989691,8.263849258,0.905324837
7,13.73879719,0.121382184,18.27511406,0.53568141,12.80473232,0.118819371,16.34004402,0.628804827,8.983543396,0.086693175,10.39275551,0.849838939,14.55555153,0.135558054,17.60928154,0.568898836,6.901786327,0.068398461,8.401144981,0.901876546,15.64869213,0.142205536,19.88950348,0.450023893,12.85816374,0.317282912,18.21507555,0.538727207,15.66106987,0.143655211,19.17325592,0.488921482,11.89358927,0.366268442,16.97773095,0.599266933,6.271456242,0.062238455,7.856151104,0.914194416
8,13.64443493,0.120373629,18.16719818,0.545047336,17.05673218,0.155678466,25.19856644,0.124730108,7.496294498,0.072655596,9.980382919,0.86269552,14.12253284,0.131355315,17.17979431,0.593157502,6.253360271,0.066323198,7.948424339,0.912913188,9.60454464,0.087203965,13.53087139,0.747627603,12.93632313,0.32104535,17.7650223,0.564967362,17.86755753,0.159728408,20.41778755,0.425344343,8.541988625,0.321682206,12.07816399,0.798909214,6.269105911,0.062734023,7.866095066,0.914707915
9,13.6584177,0.120601594,18.17783356,0.548990192,17.5363884,0.153317451,22.47210121,0.310730513,10.72305298,0.113782749,15.50520229,0.671862002,12.53513718,0.111837722,16.53507614,0.626823664,5.987372875,0.063460037,8.124570847,0.909904615,11.46675205,0.104951389,14.02957821,0.731347513,13.59929155,0.317945482,17.85755029,0.564743307,16.06069946,0.141641721,19.48770905,0.481649887,7.332842188,0.297219839,10.89797502,0.837896157,5.73936367,0.061752658,7.752525806,0.917967088
